Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
TE,Jack Doyle (10982185),Jack Doyle,10982185,TE/FLEX,3600,CIN@IND 09/09/2018 01:00PM ET,IND,11.6
WR,Travis Benjamin (10981745),Travis Benjamin,10981745,WR/FLEX,3600,KC@LAC 09/09/2018 04:05PM ET,LAC,8.33
WR,Courtland Sutton (10981747),Courtland Sutton,10981747,WR/FLEX,3600,SEA@DEN 09/09/2018 04:25PM ET,DEN,0
WR,Cole Beasley (10981749),Cole Beasley,10981749,WR/FLEX,3600,DAL@CAR 09/09/2018 04:25PM ET,DAL,6.09
WR,Curtis Samuel (10981751),Curtis Samuel,10981751,WR/FLEX,3600,DAL@CAR 09/09/2018 04:25PM ET,CAR,3.66
WR,Brice Butler (10981737),Brice Butler,10981737,WR/FLEX,3600,WAS@ARI 09/09/2018 04:25PM ET,ARI,4.98
TE,Charles Clay (10982187),Charles Clay,10982187,TE/FLEX,3500,BUF@BAL 09/09/2018 01:00PM ET,BUF,8.88
WR,Tre'Quan Smith (10981753),Tre'Quan Smith,10981753,WR/FLEX,3500,TB@NO 09/09/2018 01:00PM ET,NO,0
WR,Cordarrelle Patterson (10981755),Cordarrelle Patterson,10981755,WR/FLEX,3500,HOU@NE 09/09/2018 01:00PM ET,NE,5.38
RB,Joe Williams (10981385),Joe Williams,10981385,RB/FLEX,3500,SF@MIN 09/09/2018 01:00PM ET,SF,0
DST,Vikings  (10982484),Vikings ,10982484,DST,3500,SF@MIN 09/09/2018 01:00PM ET,MIN,6.83
RB,Kalen Ballage (10981387),Kalen Ballage,10981387,RB/FLEX,3500,TEN@MIA 09/09/2018 01:00PM ET,MIA,0
WR,Chester Rogers (10981757),Chester Rogers,10981757,WR/FLEX,3500,CIN@IND 09/09/2018 01:00PM ET,IND,5.56
RB,Fitzgerald Toussaint (10981389),Fitzgerald Toussaint,10981389,RB/FLEX,3500,PIT@CLE 09/09/2018 01:00PM ET,PIT,0.77
RB,Stevan Ridley (10981391),Stevan Ridley,10981391,RB/FLEX,3500,PIT@CLE 09/09/2018 01:00PM ET,PIT,5.6
WR,Torrey Smith (10981759),Torrey Smith,10981759,WR/FLEX,3500,DAL@CAR 09/09/2018 04:25PM ET,CAR,6.58
RB,T.J. Logan (10981393),T.J. Logan,10981393,RB/FLEX,3500,WAS@ARI 09/09/2018 04:25PM ET,ARI,0
RB,Rob Kelley (10981395),Rob Kelley,10981395,RB/FLEX,3500,WAS@ARI 09/09/2018 04:25PM ET,WAS,6.17
RB,Mike Gillislee (10981397),Mike Gillislee,10981397,RB/FLEX,3400,HOU@NE 09/09/2018 01:00PM ET,NE,7.76
WR,Bruce Ellington (10981763),Bruce Ellington,10981763,WR/FLEX,3400,HOU@NE 09/09/2018 01:00PM ET,HOU,6.88
WR,Laquon Treadwell (10981761),Laquon Treadwell,10981761,WR/FLEX,3400,SF@MIN 09/09/2018 01:00PM ET,MIN,2.22
WR,Jakeem Grant (10981765),Jakeem Grant,10981765,WR/FLEX,3400,TEN@MIA 09/09/2018 01:00PM ET,MIA,3.03
RB,Mark Walton (10981399),Mark Walton,10981399,RB/FLEX,3400,CIN@IND 09/09/2018 01:00PM ET,CIN,0
TE,Tyler Eifert (10982189),Tyler Eifert,10982189,TE/FLEX,3400,CIN@IND 09/09/2018 01:00PM ET,CIN,4.3
TE,David Njoku (10982193),David Njoku,10982193,TE/FLEX,3400,PIT@CLE 09/09/2018 01:00PM ET,CLE,5.92
DST,Steelers  (10982485),Steelers ,10982485,DST,3400,PIT@CLE 09/09/2018 01:00PM ET,PIT,7.94
WR,Demarcus Robinson (10981767),Demarcus Robinson,10981767,WR/FLEX,3400,KC@LAC 09/09/2018 04:05PM ET,KC,3.41
WR,Chris Conley (10981769),Chris Conley,10981769,WR/FLEX,3400,KC@LAC 09/09/2018 04:05PM ET,KC,5.7
RB,J.D. McKissic (10981401),J.D. McKissic,10981401,RB/FLEX,3400,SEA@DEN 09/09/2018 04:25PM ET,SEA,7.48
WR,J.J. Nelson (10981771),J.J. Nelson,10981771,WR/FLEX,3400,WAS@ARI 09/09/2018 04:25PM ET,ARI,6.09
RB,Jeremy Hill (10981403),Jeremy Hill,10981403,RB/FLEX,3300,HOU@NE 09/09/2018 01:00PM ET,NE,2.46
WR,Braxton Berrios (10981773),Braxton Berrios,10981773,WR/FLEX,3300,HOU@NE 09/09/2018 01:00PM ET,NE,0
TE,George Kittle (10982195),George Kittle,10982195,TE/FLEX,3300,SF@MIN 09/09/2018 01:00PM ET,SF,7.3
WR,Leonte Carroo (10981775),Leonte Carroo,10981775,WR/FLEX,3300,TEN@MIA 09/09/2018 01:00PM ET,MIA,0.99
TE,Eric Ebron (10982191),Eric Ebron,10982191,TE/FLEX,3300,CIN@IND 09/09/2018 01:00PM ET,IND,8.34
RB,C.J. Prosise (10981405),C.J. Prosise,10981405,RB/FLEX,3300,SEA@DEN 09/09/2018 04:25PM ET,SEA,3.4
WR,DaeSean Hamilton (10981777),DaeSean Hamilton,10981777,WR/FLEX,3300,SEA@DEN 09/09/2018 04:25PM ET,DEN,0
WR,Amara Darboh (10981779),Amara Darboh,10981779,WR/FLEX,3300,SEA@DEN 09/09/2018 04:25PM ET,SEA,0.94
WR,Jaron Brown (10981781),Jaron Brown,10981781,WR/FLEX,3300,SEA@DEN 09/09/2018 04:25PM ET,SEA,6.61
DST,Broncos  (10982486),Broncos ,10982486,DST,3300,SEA@DEN 09/09/2018 04:25PM ET,DEN,6.88
WR,Jarius Wright (10981783),Jarius Wright,10981783,WR/FLEX,3300,DAL@CAR 09/09/2018 04:25PM ET,CAR,3.72
WR,Roger Lewis (10981785),Roger Lewis,10981785,WR/FLEX,3200,JAX@NYG 09/09/2018 01:00PM ET,NYG,5.97
WR,Cody Latimer (10981787),Cody Latimer,10981787,WR/FLEX,3200,JAX@NYG 09/09/2018 01:00PM ET,NYG,5.61
TE,Austin Seferian-Jenkins (10982197),Austin Seferian-Jenkins,10982197,TE/FLEX,3200,JAX@NYG 09/09/2018 01:00PM ET,JAX,7.9
WR,Adam Humphries (10981789),Adam Humphries,10981789,WR/FLEX,3200,TB@NO 09/09/2018 01:00PM ET,TB,8.29
WR,Tajae Sharpe (10981791),Tajae Sharpe,10981791,WR/FLEX,3200,TEN@MIA 09/09/2018 01:00PM ET,TEN,0
TE,Vance McDonald (10982199),Vance McDonald,10982199,TE/FLEX,3200,PIT@CLE 09/09/2018 01:00PM ET,PIT,5.73
RB,Mike Davis (10981407),Mike Davis,10981407,RB/FLEX,3200,SEA@DEN 09/09/2018 04:25PM ET,SEA,8.68
DST,Panthers  (10982487),Panthers ,10982487,DST,3200,DAL@CAR 09/09/2018 04:25PM ET,CAR,8.24
WR,Chad Williams (10981793),Chad Williams,10981793,WR/FLEX,3200,WAS@ARI 09/09/2018 04:25PM ET,ARI,1.57
WR,Andre Holmes (10981795),Andre Holmes,10981795,WR/FLEX,3100,BUF@BAL 09/09/2018 01:00PM ET,BUF,3.07
TE,Benjamin Watson (10982201),Benjamin Watson,10982201,TE/FLEX,3100,TB@NO 09/09/2018 01:00PM ET,NO,8.58
TE,O.J. Howard (10982203),O.J. Howard,10982203,TE/FLEX,3100,TB@NO 09/09/2018 01:00PM ET,TB,7.37
WR,Braxton Miller (10981797),Braxton Miller,10981797,WR/FLEX,3100,HOU@NE 09/09/2018 01:00PM ET,HOU,3.76
WR,Tyler Boyd (10981799),Tyler Boyd,10981799,WR/FLEX,3100,CIN@IND 09/09/2018 01:00PM ET,CIN,5.65
WR,Antonio Callaway (10981801),Antonio Callaway,10981801,WR/FLEX,3100,PIT@CLE 09/09/2018 01:00PM ET,CLE,0
WR,Darrius Heyward-Bey (10981803),Darrius Heyward-Bey,10981803,WR/FLEX,3100,PIT@CLE 09/09/2018 01:00PM ET,PIT,0.94
DST,Seahawks  (10982488),Seahawks ,10982488,DST,3100,SEA@DEN 09/09/2018 04:25PM ET,SEA,8.88
RB,Cameron Artis-Payne (10981409),Cameron Artis-Payne,10981409,RB/FLEX,3100,DAL@CAR 09/09/2018 04:25PM ET,CAR,1.19
RB,Patrick DiMarco (10981411),Patrick DiMarco,10981411,RB/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BUF,0.56
RB,Keith Ford (10981413),Keith Ford,10981413,RB/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BUF,0
RB,Zach Olstad (10981415),Zach Olstad,10981415,RB/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BUF,0
RB,Marcus Murphy (10981417),Marcus Murphy,10981417,RB/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BUF,6.8
RB,Taiwan Jones (10981419),Taiwan Jones,10981419,RB/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BUF,0.26
RB,Patrick Ricard (10981421),Patrick Ricard,10981421,RB/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BAL,0
RB,Gus Edwards (10981423),Gus Edwards,10981423,RB/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BAL,0
RB,De'Lance Turner (10981425),De'Lance Turner,10981425,RB/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BAL,0
RB,Chris Ezeala (10981427),Chris Ezeala,10981427,RB/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BAL,0
RB,Mark Thompson (10981429),Mark Thompson,10981429,RB/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BAL,0
WR,Austin Proehl (10981805),Austin Proehl,10981805,WR/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BUF,0
WR,Malachi Dupre (10981807),Malachi Dupre,10981807,WR/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BUF,0
WR,Ray-Ray McCloud III (10981809),Ray-Ray McCloud III,10981809,WR/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BUF,0
WR,Cam Phillips (10981811),Cam Phillips,10981811,WR/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BUF,0
WR,Rod Streater (10981813),Rod Streater,10981813,WR/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BUF,0
WR,Brandon Reilly (10981817),Brandon Reilly,10981817,WR/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BUF,0
WR,Robert Foster (10981819),Robert Foster,10981819,WR/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BUF,0
WR,Kaelin Clay (10981821),Kaelin Clay,10981821,WR/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BUF,2.03
WR,DeVier Posey (10981823),DeVier Posey,10981823,WR/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BAL,0
WR,Breshad Perriman (10981825),Breshad Perriman,10981825,WR/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BAL,1.61
WR,Janarion Grant (10981827),Janarion Grant,10981827,WR/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BAL,0
WR,Andre Levrone (10981829),Andre Levrone,10981829,WR/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BAL,0
WR,Tim White (10981831),Tim White,10981831,WR/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BAL,0
WR,Quincy Adeboyejo (10981833),Quincy Adeboyejo,10981833,WR/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BAL,0
WR,Jaelon Acklin (10981835),Jaelon Acklin,10981835,WR/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BAL,0
WR,Chris Moore (10981837),Chris Moore,10981837,WR/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BAL,5.07
WR,Jordan Lasley (10981839),Jordan Lasley,10981839,WR/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BAL,0
WR,Jaleel Scott (10981841),Jaleel Scott,10981841,WR/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BAL,0
DST,Bills  (10982489),Bills ,10982489,DST,3000,BUF@BAL 09/09/2018 01:00PM ET,BUF,6.47
RB,Sam Rogers (11182425),Sam Rogers,11182425,RB/FLEX,3000,BUF@BAL 09/09/2018 01:00PM ET,BUF,0
RB,Robert Martin (10981431),Robert Martin,10981431,RB/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,NYG,0
RB,Jalen Simmons (10981433),Jalen Simmons,10981433,RB/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,NYG,0
RB,Tim Cook (10981435),Tim Cook,10981435,RB/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,JAX,0
RB,Brandon Wilds (10981437),Brandon Wilds,10981437,RB/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,JAX,0
RB,Tommy Bohanon (10981439),Tommy Bohanon,10981439,RB/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,JAX,2.12
WR,Amba Etta-Tawo (10981843),Amba Etta-Tawo,10981843,WR/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,NYG,0
WR,Travis Rudolph (10981845),Travis Rudolph,10981845,WR/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,NYG,2.59
WR,Alonzo Russell (10981847),Alonzo Russell,10981847,WR/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,NYG,0
WR,Marquis Bundy (10981849),Marquis Bundy,10981849,WR/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,NYG,0
WR,Russell Shepard (10981851),Russell Shepard,10981851,WR/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,NYG,2.82
WR,Kalif Raymond (10981853),Kalif Raymond,10981853,WR/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,NYG,0.14
WR,Jawill Davis (10981855),Jawill Davis,10981855,WR/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,NYG,0
WR,Hunter Sharp (10981857),Hunter Sharp,10981857,WR/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,NYG,5.47
WR,Allen Lazard (10981859),Allen Lazard,10981859,WR/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,JAX,0
WR,D.J. Chark Jr. (10981861),D.J. Chark Jr.,10981861,WR/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,JAX,0
WR,Shane Wynn (10981863),Shane Wynn,10981863,WR/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,JAX,0
WR,Montay Crockett (10981865),Montay Crockett,10981865,WR/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,JAX,0
WR,Dorren Miller (10981867),Dorren Miller,10981867,WR/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,JAX,0
WR,DeAndre Smelter (10981869),DeAndre Smelter,10981869,WR/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,JAX,0
WR,Rashad Greene Sr. (10981871),Rashad Greene Sr.,10981871,WR/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,JAX,0
WR,Jaydon Mickens (10981873),Jaydon Mickens,10981873,WR/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,JAX,2.48
RB,Jhurell Pressley (11182415),Jhurell Pressley,11182415,RB/FLEX,3000,JAX@NYG 09/09/2018 01:00PM ET,NYG,0
RB,Zach Line (10981441),Zach Line,10981441,RB/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,NO,1.39
RB,Dalton Crossan (10981443),Dalton Crossan,10981443,RB/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,TB,0
RB,Shaun Wilson (10981445),Shaun Wilson,10981445,RB/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,TB,0
RB,Austin Johnson (10981447),Austin Johnson,10981447,RB/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,TB,0
WR,Dan Arnold (10981875),Dan Arnold,10981875,WR/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,NO,0
WR,Austin Carr (10981877),Austin Carr,10981877,WR/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,NO,0
WR,Keith Kirkwood (10981879),Keith Kirkwood,10981879,WR/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,NO,0
WR,Travin Dural (10981881),Travin Dural,10981881,WR/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,NO,0
WR,Josh Smith (10981883),Josh Smith,10981883,WR/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,NO,0
WR,Eldridge Massington (10981885),Eldridge Massington,10981885,WR/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,NO,0
WR,Tommylee Lewis (10981887),Tommylee Lewis,10981887,WR/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,NO,1.62
WR,Josh Huff (10981889),Josh Huff,10981889,WR/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,NO,0
WR,Justin Watson (10981891),Justin Watson,10981891,WR/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,TB,0
WR,Erv Philips (10981893),Erv Philips,10981893,WR/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,TB,0
WR,Freddie Martino (10981895),Freddie Martino,10981895,WR/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,TB,1.82
WR,Bobo Wilson (10981897),Bobo Wilson,10981897,WR/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,TB,3.2
WR,Sergio Bailey II (10981899),Sergio Bailey II,10981899,WR/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,TB,0
WR,Bernard Reedy (10981901),Bernard Reedy,10981901,WR/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,TB,0.53
WR,Jake Lampman (10981903),Jake Lampman,10981903,WR/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,TB,0
WR,Tanner McEvoy (10982101),Tanner McEvoy,10982101,WR/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,NO,0.95
TE,Cameron Brate (10982205),Cameron Brate,10982205,TE/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,TB,8.94
RB,Dare Ogunbowale (11182419),Dare Ogunbowale,11182419,RB/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,TB,0
RB,Devine Redding (11182437),Devine Redding,11182437,RB/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,TB,0
WR,Brandon Tate (11182445),Brandon Tate,11182445,WR/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,NO,1.44
WR,Michael Floyd (11182447),Michael Floyd,11182447,WR/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,NO,1.37
WR,Donteea Dye (11182473),Donteea Dye,11182473,WR/FLEX,3000,TB@NO 09/09/2018 01:00PM ET,TB,0
RB,Lavon Coleman (10981449),Lavon Coleman,10981449,RB/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,HOU,0
RB,Troymaine Pope (10981451),Troymaine Pope,10981451,RB/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,HOU,0
RB,Tyler Ervin (10981453),Tyler Ervin,10981453,RB/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,HOU,3.25
RB,Terry Swanson (10981455),Terry Swanson,10981455,RB/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,HOU,0
RB,Jay Prosch (10981457),Jay Prosch,10981457,RB/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,HOU,0.44
RB,James Develin (10981459),James Develin,10981459,RB/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,NE,0.54
RB,Ralph Webb (10981461),Ralph Webb,10981461,RB/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,NE,0
RB,Brandon Bolden (10981463),Brandon Bolden,10981463,RB/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,NE,0.95
WR,Quan Bray (10981815),Quan Bray,10981815,WR/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,HOU,0.77
WR,Vyncint Smith (10981907),Vyncint Smith,10981907,WR/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,HOU,0
WR,Keke Coutee (10981909),Keke Coutee,10981909,WR/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,HOU,0
WR,Sammie Coates (10981911),Sammie Coates,10981911,WR/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,HOU,1.08
WR,Chris Thompson (10981913),Chris Thompson,10981913,WR/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,HOU,1.03
WR,Jester Weah (10981915),Jester Weah,10981915,WR/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,HOU,0
WR,Devin Lucien (10981917),Devin Lucien,10981917,WR/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,NE,0
WR,Riley McCarron (10981919),Riley McCarron,10981919,WR/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,NE,0
WR,Cody Hollister (10981921),Cody Hollister,10981921,WR/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,NE,0
WR,Matthew Slater (10981923),Matthew Slater,10981923,WR/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,NE,0
RB,Kenneth Farrow (11182411),Kenneth Farrow,11182411,RB/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,NE,0
RB,Henry Poggi (11182421),Henry Poggi,11182421,RB/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,NE,0
RB,Khalfani Muhammad (11182427),Khalfani Muhammad,11182427,RB/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,NE,0
WR,Paul Turner (11182451),Paul Turner,11182451,WR/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,NE,0
WR,K.J. Maye (11182453),K.J. Maye,11182453,WR/FLEX,3000,HOU@NE 09/09/2018 01:00PM ET,NE,0
RB,Mike Boone (10981465),Mike Boone,10981465,RB/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,MIN,0
RB,C.J. Ham (10981467),C.J. Ham,10981467,RB/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,MIN,1.21
RB,Johnny Stanton (10981469),Johnny Stanton,10981469,RB/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,MIN,0
RB,Roc Thomas (10981471),Roc Thomas,10981471,RB/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,MIN,0
RB,Mack Brown (10981473),Mack Brown,10981473,RB/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,MIN,1.25
RB,Jeff Wilson (10981475),Jeff Wilson,10981475,RB/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,SF,0
RB,Raheem Mostert (10981477),Raheem Mostert,10981477,RB/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,SF,0.18
RB,Malcolm Johnson (10981479),Malcolm Johnson,10981479,RB/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,SF,0
RB,Kyle Juszczyk (10981481),Kyle Juszczyk,10981481,RB/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,SF,5.11
RB,Jeremy McNichols (10981483),Jeremy McNichols,10981483,RB/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,SF,0
WR,Stacy Coley (10981925),Stacy Coley,10981925,WR/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,MIN,0
WR,Tavarres King (10981927),Tavarres King,10981927,WR/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,MIN,7.54
WR,Cayleb Jones (10981929),Cayleb Jones,10981929,WR/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,MIN,0
WR,Brandon Zylstra (10981931),Brandon Zylstra,10981931,WR/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,MIN,0
WR,Jeff Badet (10981933),Jeff Badet,10981933,WR/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,MIN,0
WR,Korey Robertson (10981935),Korey Robertson,10981935,WR/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,MIN,0
WR,Chad Beebe (10981937),Chad Beebe,10981937,WR/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,MIN,0
WR,Jake Wieneke (10981939),Jake Wieneke,10981939,WR/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,MIN,0
WR,Victor Bolden Jr. (10981941),Victor Bolden Jr.,10981941,WR/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,SF,0
WR,Aldrick Robinson (10981943),Aldrick Robinson,10981943,WR/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,SF,3.56
WR,Steven Dunbar (10981945),Steven Dunbar,10981945,WR/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,SF,0
WR,Aaron Burbridge (10981947),Aaron Burbridge,10981947,WR/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,SF,0
WR,Richie James Jr. (10981949),Richie James Jr.,10981949,WR/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,SF,0
WR,Kendrick Bourne (10981951),Kendrick Bourne,10981951,WR/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,SF,3.79
WR,Max McCaffrey (10981953),Max McCaffrey,10981953,WR/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,SF,0.28
RB,Luke McNitt (11182433),Luke McNitt,11182433,RB/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,MIN,0
RB,Kobe McCrary (11182441),Kobe McCrary,11182441,RB/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,MIN,0
RB,Ja'Quan Gardner (11182443),Ja'Quan Gardner,11182443,RB/FLEX,3000,SF@MIN 09/09/2018 01:00PM ET,SF,0
RB,Akrum Wadley (10981485),Akrum Wadley,10981485,RB/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,TEN,0
RB,Dalyn Dawkins (10981487),Dalyn Dawkins,10981487,RB/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,TEN,0
RB,David Fluellen (10981489),David Fluellen,10981489,RB/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,TEN,0.12
RB,Brandon Radcliff (10981491),Brandon Radcliff,10981491,RB/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,MIA,0
RB,Buddy Howell Jr. (10981493),Buddy Howell Jr.,10981493,RB/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,MIA,0
RB,Senorise Perry (10981495),Senorise Perry,10981495,RB/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,MIA,0.27
WR,Jordan Veasy (10981955),Jordan Veasy,10981955,WR/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,TEN,0
WR,Darius Jennings (10981957),Darius Jennings,10981957,WR/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,TEN,0
WR,Michael Campanaro (10981959),Michael Campanaro,10981959,WR/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,TEN,4.04
WR,Deontay Burnett (10981961),Deontay Burnett,10981961,WR/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,TEN,0
WR,Cameron Batson (10981963),Cameron Batson,10981963,WR/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,TEN,0
WR,Brandon Shippen (10981965),Brandon Shippen,10981965,WR/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,TEN,0
WR,Devin Ross (10981967),Devin Ross,10981967,WR/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,TEN,0
WR,Nick Williams (10981969),Nick Williams,10981969,WR/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,TEN,2
WR,Malcolm Lewis (10981971),Malcolm Lewis,10981971,WR/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,MIA,0
WR,Isaiah Ford (10981973),Isaiah Ford,10981973,WR/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,MIA,0
WR,Francis Owusu (10981975),Francis Owusu,10981975,WR/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,MIA,0
